group,reading,freq,source
𓆷𓄿𓆷𓄿𓈎𓄿𓅆,sšnq-mry-ꞽmn,1,Ramses
𓆷𓄿𓆷𓄿𓈒𓏥,šꜣšꜣ,48,AES+Ramses
𓆷𓄿𓆷𓄿𓈒𓏥,šꜣšꜣ.w,2,Ramses
𓆷𓄿𓆷𓄿𓏏𓄹,šꜣšꜣꞽ.t,2,AES
𓆷𓄿𓆷𓄿𓏏𓈒𓏪,šꜣšꜣ,1,AES
𓆷𓄿𓆷𓄿𓏲𓆰𓏥,šꜣ.w,1,AES
𓆷𓄿𓆷𓄿𓏴𓅪,šš,1,Ramses
𓆷𓄿𓆼𓄿𓏭𓂋𓏤,šgr,1,Ramses
𓆷𓄿𓇋,šꜣꞽ,1,Ramses
𓆷𓄿𓇋𓄛,šꜣꞽ.t,1,Ramses
𓆷𓄿𓇋𓄛𓏤,šꜣꞽ,1,AES
𓆷𓄿𓇋𓆰𓏫,šꜣꞽ,1,Ramses
𓆷𓄿𓇋𓇋𓀔,šꜣw,1,Ramses
𓆷𓄿𓇋𓇋𓁔,šꜣw,1,Ramses
𓆷𓄿𓇋𓇋𓅆,šꜣw,4,Ramses
𓆷𓄿𓇋𓇋𓏏𓀑,šꜣw,1,Ramses
𓆷𓄿𓇋𓇋𓏏𓏛,šꜣy.t,2,Ramses
𓆷𓄿𓇋𓇋𓏏𓏛,šꜣw,1,Ramses
𓆷𓄿𓇋𓇋𓏏𓏛𓀜,šꜣ.ꞽt,1,AES
𓆷𓄿𓇋𓇋𓏏𓏛𓀜,šꜣy.t,1,Ramses
𓆷𓄿𓇋𓇋𓏏𓏛𓅆,šꜣw,1,Ramses
𓆷𓄿𓇋𓇋𓏏𓏛𓏥,šꜣy.t,1,Ramses
𓆷𓄿𓇋𓇋𓏏𓏛𓏥,šꜣy.wt,1,Ramses
𓆷𓄿𓇋𓇋𓏏𓏯,šꜣw,1,Ramses
𓆷𓄿𓇋𓇋𓏏𓏯𓅆,šꜣy,2,Ramses
𓆷𓄿𓇋𓇋𓏏𓏯𓅆,šꜣw,1,Ramses
𓆷𓄿𓇋𓇋𓏏𓏯𓆗,šꜣy,1,Ramses
𓆷𓄿𓇋𓇋𓏏𓏯𓏛,šꜣy,1,Ramses
𓆷𓄿𓇋𓇋𓏏𓏯𓏛𓏥,šꜣy.t,3,Ramses
𓆷𓄿𓇋𓇋𓏏𓏯𓏛𓏥,šꜣ.w,1,AES
𓆷𓄿𓇋𓇋𓏏𓏯𓏛𓏥,šꜣ.ꞽt,1,AES
𓆷𓄿𓇋𓇋𓏏𓏯𓏛𓏥,šꜣy.wt,1,Ramses
𓆷𓄿𓇋𓇋𓏏𓏯𓏫,šꜣw,1,Ramses
𓆷𓄿𓇋𓇋𓏏𓏯𓏱,šꜣw,1,Ramses
𓆷𓄿𓇋𓇋𓏏𓏯𓏱𓏥,šꜣw,1,Ramses
𓆷𓄿𓇋𓇋𓏏𓏴,šꜣy.t,1,Ramses
𓆷𓄿𓇋𓇋𓏛,šꜣy.t,1,Ramses
𓆷𓄿𓇋𓇋𓏛𓏥,šꜣ,1,Ramses
𓆷𓄿𓇋𓇋𓏭𓏛𓅆,šꜣ.w,2,AES
𓆷𓄿𓇋𓇋𓏭𓏛𓅆,šꜣy,2,Ramses
𓆷𓄿𓇋𓇋𓏱,šꜣw,5,Ramses
𓆷𓄿𓇋𓇋𓏱,šꜣ.w,1,AES
𓆷𓄿𓇋𓇋𓏱𓏥,šꜣ.w,4,AES
𓆷𓄿𓇋𓇋𓏱𓏥,šꜣw,3,Ramses
𓆷𓄿𓇋𓇋𓏱𓏥,šꜣw.w,2,Ramses
𓆷𓄿𓇋𓇋𓏲𓅆,šꜣw,1,Ramses
𓆷𓄿𓇋𓇋󼶫𓏏𓏲,šꜣw,1,Ramses
𓆷𓄿𓇋𓇋􄾽𓏱,šꜣw,1,Ramses
𓆷𓄿𓇋𓈖𓇋𓏲𓆰𓏫,šnꞽ.w,1,Ramses
𓆷𓄿𓇋𓈖𓇋𓏲𓈗𓈘𓈇,šnꞽ,1,Ramses
𓆷𓄿𓇋𓋴𓀜,šꜣs,2,AES
𓆷𓄿𓇋𓋴𓂻𓊵𓏏𓊪𓈞𓏏𓊖,šꜣs-ḥtp,1,AES
𓆷𓄿𓇋𓋴𓂻𓊵𓏏𓊪𓊖,šꜣs-ḥtp,2,AES
𓆷𓄿𓇋𓋴𓂻𓏥,šꜣs.w,1,AES
𓆷𓄿𓇋𓍢𓏤,šꜣꞽ.w,1,AES
𓆷𓄿𓇋𓏏𓄛𓏫,šꜣꞽ,1,AES
𓆷𓄿𓇋𓏲𓀁,šꜣw,1,Ramses
𓆷𓄿𓇋𓏲𓄛,šꜣꞽ,4,AES+Ramses
𓆷𓄿𓇋𓏲𓄛𓄑𓏯,šꜣꞽ,1,AES
𓆷𓄿𓇋𓏲𓄛𓏤,šꜣꞽ,2,AES+Ramses
𓆷𓄿𓇋𓏲𓄛𓏤𓏫,šꜣꞽ,1,AES
𓆷𓄿𓇋𓏲𓄛𓏪,šꜣꞽ,3,AES
𓆷𓄿𓇋𓏲𓄛𓏫,šꜣꞽ,5,AES+Ramses
𓆷𓄿𓇋𓏲𓄛𓏫,šꜣꞽ.t,3,AES+Ramses
𓆷𓄿𓇋𓏲𓄛𓏫,šꜣꞽ.w,2,Ramses
𓆷𓄿𓇋𓏲𓄜,šꜣꞽ.t,1,AES
𓆷𓄿𓇋𓏲𓄜𓏤,šꜣꞽ,1,Ramses
𓆷𓄿𓇋𓏲𓄜𓏤𓏫,šꜣꞽ,1,AES
𓆷𓄿𓇋𓏲𓄜𓏤𓏫,šꜣꞽ.w,1,Ramses
𓆷𓄿𓇋𓏲𓈒𓏥,šꜣy.w,2,Ramses
𓆷𓄿𓇋𓏲𓏊,šꜣꞽ,1,AES
𓆷𓄿𓇋𓏲𓏏𓄛,šꜣꞽ.t,1,AES
𓆷𓄿𓇋𓏲𓏛,šꜣw,5,Ramses
𓆷𓄿𓇋󼶫𓄛𓏤,šꜣꞽ,1,Ramses
𓆷𓄿𓇓𓅱,šꜣsw,1,Ramses
𓆷𓄿𓇓𓏲𓀀𓏥,šꜣs.w,1,Ramses
𓆷𓄿𓇓𓏲𓌙𓀀𓁐𓏥,šꜣs.w,1,Ramses
𓆷𓄿𓇓𓏲𓌙𓀀𓁐𓏥𓈉,šꜣs.w,1,Ramses
𓆷𓄿𓇓𓏲𓌙𓀀𓏥,šꜣs.w,4,Ramses
𓆷𓄿𓇓𓏲𓌙𓀀𓏥,šꜣsw,3,Ramses
𓆷𓄿𓇓𓏲𓌙𓈉,šꜣs.w,1,Ramses
𓆷𓄿𓇓𓏲𓌙𓈉,šꜣsw,1,Ramses
𓆷𓄿𓈎𓄿𓂋𓆱,šgr,1,Ramses
𓆷𓄿𓈎𓄿𓂋𓏤𓆱,šgr,1,Ramses
𓆷𓄿𓈎𓄿𓈒𓏥,šq,2,Ramses
𓆷𓄿𓈎𓄿𓊌,šq,1,Ramses
𓆷𓄿𓈎𓄿𓏛𓀜,šq,2,AES+Ramses
𓆷𓄿𓈎𓄿𓏭𓂋,šgr,1,Ramses
𓆷𓄿𓈎𓄿𓏭𓂋𓏤𓆱,šgr,24,Ramses
𓆷𓄿𓈎𓄿𓏭𓂋𓏤𓆱𓏤𓏫,šgr,1,Ramses
𓆷𓄿𓈎𓄿𓏭𓂋𓏤𓈎𓄿𓅡𓏤𓇋𓇋𓈒𓏥,šqrqby.w,1,Ramses
𓆷𓄿𓈎𓄿𓏭𓂋𓏤𓎅,šgr,1,Ramses
𓆷𓄿𓈎𓏲𓆱,šgr,2,Ramses
𓆷𓄿𓈎𓏲𓆱𓏥,šgr,1,Ramses
𓆷𓄿𓈎𓏲𓈒𓏥,šq,6,Ramses
𓆷𓄿𓈎𓏲𓈔,šq,2,Ramses
𓆷𓄿𓈎𓏲𓋩,šq,1,Ramses
𓆷𓄿𓈎𓏲𓋩𓊌𓏥,šq,1,Ramses
𓆷𓄿𓈖,šꜣ.n,1,Ramses
𓆷𓄿𓈖𓃀𓇋,šnb,1,Ramses
𓆷𓄿𓈖𓃀𓇋𓈖𓇋𓏲𓈔,šnb,1,Ramses
𓆷𓄿𓈖𓃀𓇋𓌟,šnb,9,Ramses
𓆷𓄿𓈖𓃀𓇋𓏲,šnb,1,Ramses
𓆷𓄿𓈖𓃀𓇋𓏲𓈔,šnb,7,Ramses
𓆷𓄿𓈖𓃀󼶫𓇋𓏲𓈔,šnb,1,Ramses
𓆷𓄿𓈖𓄿𓆷𓄿𓈗𓈒𓏥,šnš,1,Ramses
𓆷𓄿𓈖𓄿𓈖𓄿𓇳𓏥,šnš.w,1,Ramses
𓆷𓄿𓈖𓄿𓈖𓏭𓏴𓅪,šnš,2,AES+Ramses
𓆷𓄿𓈖𓄿𓈙𓈒𓏥,šnš,1,Ramses
𓆷𓄿𓈖𓈙𓈗𓐎𓏥,šnš.w,1,Ramses
𓆷𓄿𓈖𓏛,šꜣꜥ,1,Ramses
𓆷𓄿𓈖𓏛𓈖,šꜣꜥ,1,AES
𓆷𓄿𓈖𓏥𓂋𓏤𓆑𓏭𓁸,šnrf,1,Ramses
𓆷𓄿𓈖𓏥𓂋𓏤𓆑𓏭𓁸𓏫,šnrf,1,Ramses
𓆷𓄿𓈝𓅓􄾽𓂻𓉐,ššm,1,Ramses
𓆷𓄿𓉻𓂝𓏛,r-šꜣꜥ-r,1,Ramses
𓆷𓄿𓉻𓏏𓏛,šꜣꜥ,2,Ramses
𓆷𓄿𓉻𓏏𓏛,r-šꜣꜥ-r,1,Ramses
𓆷𓄿𓉻𓏛𓂋𓏤𓀁,šꜥr,1,Ramses
𓆷𓄿𓉻𓏛𓂋𓏤𓉐,šrꜥ,1,Ramses
𓆷𓄿𓉻𓏛𓃭𓏤𓍘𓇋𓌯,šꜥr.t,4,AES
𓆷𓄿𓉻𓏛𓏭𓂋𓏤𓀁,šꜥr,1,Ramses
𓆷𓄿𓉻𓏛𓏭𓂋𓏤𓏭𓄑𓀁,šꜥr,1,AES
𓆷𓄿𓉻𓏛𓏭𓂋𓏤𓏭𓄑𓀁,šꜣꜥr,1,Ramses
𓆷𓄿𓊃,šꜣs,1,AES
𓆷𓄿𓊃𓂻,šꜣs,9,AES
𓆷𓄿𓊪𓏲𓀟𓀁,šp,1,Ramses
𓆷𓄿𓊪𓏲𓏴𓂡,šp,1,Ramses
𓆷𓄿𓋴𓂻,šꜣs,1,AES
𓆷𓄿𓋴𓆰𓏥,šꜣs,1,AES
𓆷𓄿𓋴𓆰𓏪,šꜣs,1,AES
𓆷𓄿𓋴𓇓𓏲𓌙𓈉,šꜣsw,1,Ramses
𓆷𓄿𓌳𓄿𓀠󷓀𓄑𓀁,šlm,1,Ramses
𓆷𓄿𓍘𓇋𓃀𓏲𓆱,šbd,1,Ramses
𓆷𓄿𓍘𓇋𓆱,šbd,5,Ramses
𓆷𓄿𓍘𓇋𓆱,šty,4,Ramses
𓆷𓄿𓍘𓇋𓆱,štꞽ.w,1,AES
𓆷𓄿𓍘𓇋𓍱,šꜣtꞽ,1,Ramses
𓆷𓄿𓍘𓏭𓍘𓏭𓍯𓄿𓏴𓂡,šꜣtytywꜣ,1,Ramses
𓆷𓄿𓍘𓏭𓍘𓏭𓍯𓏴𓂡,šꜣtytywꜣ,1,Ramses
𓆷𓄿𓍯𓄿𓃀𓏲𓆭,šwb,2,AES+Ramses
𓆷𓄿𓍯𓄿𓃀𓏲𓆭𓏫,šwb,1,AES
𓆷𓄿𓍯𓄿𓃀𓏲𓆮,šwb,11,AES+Ramses
𓆷𓄿𓍯𓄿𓃀𓏲𓆮,šwb.w,2,Ramses
𓆷𓄿𓍯𓄿𓃀𓏲𓆮𓏫,šwb.w,1,Ramses
𓆷𓄿𓍯𓄿𓃀𓏲𓆰,šwb,1,Ramses
𓆷𓄿𓍯𓄿𓃀𓏲𓈒𓏥,šwb.w,1,Ramses
𓆷𓄿𓍯𓄿𓃀𓏲𓍘𓇋𓆱,šbd,2,Ramses
𓆷𓄿𓍯𓄿𓃀󼶫𓆮,šwb,1,Ramses
𓆷𓄿𓍯𓄿𓅂𓀜𓀀𓏥,šwty.w,1,Ramses
𓆷𓄿𓍯𓄿𓇋𓄿𓌙𓀀𓏥,ḏw-šw,1,Ramses
𓆷𓄿𓍯𓄿𓈒𓏥,šw,1,AES
𓆷𓄿𓍯𓄿𓍘𓇋𓏏𓏛𓀜𓀀𓏥,šwyty.w,1,Ramses
𓆷𓄿𓍯𓄿󸦔𓇋𓀀𓏥,šwꜣ.w,1,Ramses
𓆷𓄿𓍯𓄿󼶫󼶫𓈒𓏥,šꜣwꜣ,1,Ramses
𓆷𓄿𓍯𓆷𓌙𓈉,mšwš,1,Ramses
𓆷𓄿𓎡𓄿,škrꜥ,1,Ramses
𓆷𓄿𓎡𓄿𓂋𓏤𓆱,škrꜥ,1,Ramses
𓆷𓄿𓎡𓄿𓂋𓏤𓎅,škrꜥ,2,Ramses
𓆷𓄿𓎡𓄿𓏤𓃭𓆷𓄿𓌙𓀀𓁐𓏥,škrš,1,Ramses
𓆷𓄿𓎡𓄿𓏭𓂋𓏤𓆱,šgr,1,Ramses
𓆷𓄿𓎡𓄿𓏭𓂋𓏤𓆱,škrꜥ,1,Ramses
𓆷𓄿𓎡𓄿𓏭𓂋𓏤𓆱𓏥,škrꜥ,1,Ramses
𓆷𓄿𓎡𓏤𓃭𓆷𓄿𓌙𓀀𓏥𓈉,škrš,1,Ramses
𓆷𓄿𓎢𓄿𓂋𓏤𓉻𓏏󷓀𓏴𓂡,škrꜥ,1,Ramses
𓆷𓄿𓎢𓄿𓂋𓏤𓉻𓏛𓎅,škrꜥ,2,Ramses
𓆷𓄿𓎢𓄿𓂋𓏤𓎅𓆰,škrꜥ,1,Ramses
𓆷𓄿𓎢𓄿𓏫𓏭𓂋𓏤𓎅,škrꜥ,1,Ramses
𓆷𓄿𓎢𓄿𓏭𓂋𓎅,škrꜥ,1,Ramses
𓆷𓄿𓎢𓄿𓏭𓂋𓏤,škrꜥ,1,Ramses
𓆷𓄿𓎢𓄿𓏭𓂋𓏤𓈎𓏲𓆱,škrꜥ,1,Ramses
𓆷𓄿𓎢𓄿𓏭𓂋𓏤𓈒𓏥,škr,1,Ramses
𓆷𓄿𓎢𓄿𓏭𓂋𓏤𓉻𓏛𓎅,škrꜥ,2,Ramses
𓆷𓄿𓎢𓄿𓏭𓂋𓏤𓎅,škrꜥ,4,Ramses
𓆷𓄿𓎢𓄿􄾽𓈀,šꜣkꜣ,1,Ramses
𓆷𓄿𓎼𓄿𓂋𓏤𓆱,šgr,1,Ramses
𓆷𓄿𓎼𓄿𓏭𓂋𓏤𓆱,šgr,1,Ramses
𓆷𓄿𓎼𓄿𓏭𓂋𓏤𓆱𓏤,šgr,1,Ramses
𓆷𓄿𓎼𓏭𓂋𓏤𓆱𓏤,šgr,2,Ramses
𓆷𓄿𓏋,šꜣ.w,1,AES
𓆷𓄿𓏏𓀁,šꜣ,1,AES
𓆷𓄿𓏏𓄹,šꜣ.t,1,AES
𓆷𓄿𓏏𓈖,šꜣ.n,1,Ramses
𓆷𓄿𓏏𓍔𓄿󼶫󼶫𓏏𓉐,štꜣy.t,1,Ramses
𓆷𓄿𓏏𓏛,šꜣ,1,AES
𓆷𓄿𓏏𓏛𓈖,šꜣ.n,2,Ramses
𓆷𓄿𓏏𓏛𓏥,šꜣ,2,AES
𓆷𓄿𓏏𓏛𓏥,šꜣ.ꞽt,1,AES
𓆷𓄿𓏏𓏛𓏥𓈖,šꜣ,1,AES
𓆷𓄿𓏏𓏭𓂡,šꜣty,1,Ramses
𓆷𓄿𓏏𓏲,šꜣꜥ,1,Ramses
𓆷𓄿𓏏𓏲𓆰𓏪,šꜣ.wt,1,AES
𓆷𓄿𓏏󴈽,šꜣ.t,1,AES
𓆷𓄿𓏛,šꜣ,13,AES+Ramses
𓆷𓄿𓏛,šꜣ.w,2,AES+Ramses
𓆷𓄿𓏛𓈖,šꜣꜥ,2,Ramses
𓆷𓄿𓏛𓈖,šꜣ.n,1,Ramses
𓆷𓄿𓏛𓏥,šꜣ,1,AES
𓆷𓄿𓏭𓂋𓂧𓈖𓌙𓀀𓏥,šrdn.w,3,Ramses
𓆷𓄿𓏭𓂋𓂧𓈖𓌙𓀀𓏥,šrdn,1,AES
𓆷𓄿𓏭𓂋𓏤𓂧𓄿𓈖𓄿𓌙𓀀𓏥,šrdn.w,1,Ramses
𓆷𓄿𓏭𓂋𓏤𓂧𓈖𓈖𓄿𓌙𓀀,šrdn,2,Ramses
𓆷𓄿𓏭𓂋𓏤𓅆,šr,1,AES
𓆷𓄿𓏭𓂋𓏤𓅓𓂝𓀢𓏛,šrm,1,AES
𓆷𓄿𓏭𓂋𓏤𓅓𓂝𓍘𓇋𓈀,šrm.t,1,Ramses
𓆷𓄿𓏭𓂋𓏤𓆑𓏭𓁸,šnrf,1,Ramses
𓆷𓄿𓏭𓂋𓏤𓆰𓏫,šrꞽ,1,Ramses
𓆷𓄿𓏭𓂋𓏤𓉻𓏛𓉐,šrꜥ,2,Ramses
𓆷𓄿𓏭𓂋𓏤𓌴𓄿𓍘𓇋𓏏𓍔𓈀𓏥,šrm.t,1,Ramses
𓆷𓄿𓏭𓂋𓏤𓎡𓄿𓉻𓏛𓎅,šrkꜥ,1,Ramses
𓆷𓄿𓏲,šꜣ.w,1,AES
𓆷𓄿𓏲𓁹,šꜣr.w,1,AES
𓆷𓄿𓏲𓃟𓏥,šꜣꞽ.w,1,Ramses
𓆷𓄿𓏲𓆰𓏥,šꜣ.w,15,AES
𓆷𓄿𓏲𓆰𓏥,šꜣw,1,Ramses
𓆷𓄿𓏲𓇋𓇋𓏏𓆰𓏥,šꜣwꞽ.t,1,AES
𓆷𓄿𓏲𓇋𓏠𓈖𓇋𓅓𓆑,šꜣ-ꞽmn-ꞽm.f,1,Ramses
𓆷𓄿𓏲𓈒𓏥,šꜣ.w,1,AES
𓆷𓄿𓏲𓊮𓐍𓂋,šꜣw,1,AES
𓆷𓄿𓏲𓏏𓂷𓂡,šty,1,Ramses
𓆷𓄿𓏲𓏏𓆰𓏪,šꜣ.wt,1,AES
𓆷𓄿𓏲𓏏𓆰𓏫,šꜣ.wt,1,AES
𓆷𓄿𓏲𓏏𓆰𓏫,šꜣw,1,Ramses
𓆷𓄿𓏲𓏏𓈇𓏤,šꜣw.t,1,Ramses
𓆷𓄿𓏲𓏏𓈎𓄿𓏭𓂋𓏤𓆱,šgr,1,Ramses
𓆷𓄿𓏲𓏏𓈒𓏥,šꜣy.w,1,Ramses
𓆷𓄿𓏲𓏏𓏛,šꜣw,1,Ramses
𓆷𓄿𓏲𓏏𓏛𓏥,šꜣw.w,1,Ramses
𓆷𓄿𓏲𓏏𓏛𓏫,šꜣy.wt,1,Ramses
𓆷𓄿𓏲𓏏𓏭𓏛,šꜣw,1,Ramses
𓆷𓄿𓏲𓏛,šꜣw,24,Ramses
𓆷𓄿𓏲𓏛,šꜣ.w,6,AES
𓆷𓄿𓏲𓏭𓏛,šꜣw,5,Ramses
𓆷𓄿𓏲𓐎𓏥,šꜣ.w,2,AES
𓆷𓄿𓏲𓐎𓏫,šꜣ.w,1,AES
𓆷𓄿𓏴,šꜣw,1,Ramses
𓆷𓄿󰊮,šꜣ,1,Ramses
𓆷𓄿󱟘,šꜣ,2,AES
𓆷𓄿󹏟𓆰𓏥,šꜣ.w,1,AES
𓆷𓄿󼶫󼶫𓌙𓀀𓏥,šrdn.w,1,Ramses
𓆷𓄿󼶫󼶫𓌙𓈉,šrdn.w,1,Ramses
𓆷𓄿󼶫󼶫󼶫𓌙𓀀,šrdn,1,Ramses
𓆷𓄿􄾽𓂋𓏤𓂧𓄿𓈖𓄿𓌙𓀀𓏥,šrdn.w,1,Ramses
𓆷𓅓𓂝𓏛,šꜣꜥ-m,1,AES
𓆷𓆑𓏏𓅃𓈎,šꜣf.t,1,AES
𓆷𓆑𓏏𓈎,šꜣf.t,1,AES
𓆷𓆷𓂝𓏏𓏥,šꜣšꜣ,2,AES
𓆷𓆷𓆷,šꜣ.w,1,Ramses
𓆷𓆷𓈖𓄿𓈎𓌙,sšnq-mry-ꞽmn,3,Ramses
𓆷𓆷𓈖𓈎𓅆,ššnq,1,Ramses
𓆷𓆷𓈖𓈎𓌙𓀀,ššnq,1,AES
𓆷𓆷𓈖𓈎𓎰𓆇,ššnq-sꜣ-bꜣst.t,1,Ramses
𓆷𓆷𓈖𓈎􂅡,ššnq,1,Ramses
𓆷𓆷𓏏𓉐,sšd,1,AES
𓆷𓆷𓏏􈠳𓏫,šꜣšꜣꞽ.t,1,AES
𓆷𓇋𓇋,šꜣ.w,1,AES
𓆷𓇋𓇋𓁐,šꜣ.w,1,AES
𓆷𓇋𓇋𓏏𓏯,šꜣw,1,Ramses
𓆷𓇋𓏏𓇋𓇳𓏛,šꜣ.w,1,AES
𓆷𓇋𓏲𓄛,šꜣꞽ,1,Ramses
𓆷𓇋𓏲𓄛𓏏,šꜣꞽ.t,1,AES
𓆷𓇓𓀏𓏥,šꜣsw,2,Ramses
𓆷𓇓𓅱𓀏𓌙,šꜣsw,1,Ramses
𓆷𓇓𓅱𓌙𓀏,šꜣsw,4,Ramses
𓆷𓇓𓅱𓌙𓀏𓏥,šꜣsw,1,Ramses
𓆷𓇓𓅱𓌙𓀏𓏪,šꜣsw,3,Ramses
𓆷𓇓𓌙𓀏,šꜣsw,2,Ramses
𓆷𓇳,ꜣḫ.t,2,AES
𓆷𓈅,šꜣ,1,Ramses
𓆷𓈅𓏤,šꜣ,2,AES
𓆷𓈅𓏤𓆰𓏥,šꜣ.w,1,Ramses
𓆷𓈅𓏤𓏥,šꜣ.w,1,Ramses
𓆷𓈅𓏥,šꜣ.w,3,Ramses
𓆷𓈇,ꜣḫ.t,4,Ramses
𓆷𓈇,šꜣ,1,AES
𓆷𓈇𓆰𓏫,šꜣ.w,1,Ramses
𓆷𓈇𓏤,šꜣ,7,AES+Ramses
𓆷𓈇𓏤𓆰,šꜣ,3,Ramses
𓆷𓈇𓏤𓆰𓏫,šꜣ,8,AES+Ramses
𓆷𓈇𓏤𓆰𓏫,ꞽm.ꞽ-šꜣ,1,AES
𓆷𓈇𓏤𓆰𓏫,šꜣ.w,1,Ramses
𓆷𓈇𓏤𓏥,šꜣ,1,AES
𓆷𓈎𓃀󺭐,šqb,1,Ramses
𓆷𓈎𓇋𓇋𓈓,šq,1,AES
𓆷𓈖𓈖𓈖𓎻,šꜣm.w,1,AES
𓆷𓈗,ꜣḫ.t,4,Ramses
𓆷𓈚𓂋𓏤𓂞𓈉,ššrm,1,Ramses
𓆷𓉺𓏤𓌙𓀀,mšwš,1,Ramses
𓆷𓊃𓂻,šꜣs,1,AES
𓆷𓍿𓏏,šꜣṯ.t,1,AES
𓆷𓏏,ꜣḫ.t,1341,AES+Ramses
𓆷𓏏,šꜣ,1,AES
𓆷𓏏𓂂,ꜣḫ.t,3,Ramses
𓆷𓏏𓇳,ꜣḫ.t,118,AES+Ramses
𓆷𓏏𓇳,sw,1,AES
𓆷𓏏𓇳󼶫,ꜣḫ.t,1,Ramses
𓆷𓏏𓇳󼶫󼶫,ꜣḫ.t,1,Ramses
𓆷𓏏𓈖,šꜣ.n,1,Ramses
𓆷𓏏𓏛𓈖,šꜣ.n,2,Ramses
𓆷𓏏𓏤,ꜣḫ.t,4,AES+Ramses
𓆷𓏏𓏤𓆭,š,1,AES
𓆷𓏏𓏤𓆭𓏥,šꜣ,2,AES
𓆷𓏏𓏤𓆮𓏫,šꜣ,2,Ramses
𓆷𓏏𓏲𓇳,ꜣḫ.t,1,AES
𓆷𓏏𓐍𓏏𓇳,ꜣḫ.t,1,Ramses
𓆷𓏏󷓀,ꜣḫ.t,1,Ramses
𓆷𓏏󼶫󼶫,ꜣḫ.t,9,Ramses
𓆷𓏏󼶫󼶫𓇳,ꜣḫ.t,14,Ramses
𓆷𓏏􄾽,ꜣḫ.t,2,Ramses
𓆷𓏛,šꜣ,1,AES
𓆷𓏛,šꜣ.w,1,AES
𓆷𓏛𓈖,šꜣ.n,4,Ramses
𓆷𓏤𓂝,šꜣꜥ,11,Ramses
𓆷𓏤𓂝𓏛,šꜣꜥ,4,Ramses
𓆷𓏤𓂝𓏛,r-šꜣꜥ-m,1,Ramses
𓆷𓏤𓄿𓂝𓏥,šꜣꜥ,1,AES
𓆷𓏤𓈅𓆰𓏥,šꜣ.w,1,Ramses
𓆷𓏤𓈇,ꜣḫ.t,1,Ramses
𓆷𓏤𓈇𓆰𓏫,šꜣ.w,1,Ramses
𓆷𓏤𓈇𓏤𓆰𓏫,šꜣ,2,AES
𓆷𓏤𓈇𓏤𓆰𓏫,šꜣ.w,1,Ramses
𓆷𓏤𓈇𓏥,šꜣ,1,AES
𓆷𓏤𓐍𓏏,ꜣḫ.t,1,AES
𓆷𓏭𓄿𓂋𓂧𓈖𓌙𓀀𓏪,šrdn.w,1,Ramses
𓆷𓏯𓏲𓏭𓏛,šꜣw,1,Ramses
𓆷𓏯𓏲􄾽𓏛,šꜣw,1,Ramses
𓆷𓐍𓏏,ꜣḫ.t,14,AES+Ramses
𓆷𓐍𓏏𓇳,ꜣḫ.t,1,AES
𓆷𓐍𓏏󼶫󼶫,ꜣḫ.t,1,Ramses
𓆷󼶫𓂋𓏤𓂧𓈖𓈖𓄿𓌙𓀀,šrdn,1,Ramses
𓆷󼶫𓂋𓏤𓂧𓏭𓈖𓄿𓌙𓀀,šrdn,1,Ramses
𓆷󼶫𓂝𓏛,šꜣꜥ,21,Ramses
𓆷󼶫𓂝𓏛,r-šꜣꜥ-m,7,Ramses
𓆷󼶫𓂝𓏛𓈖,r-šꜣꜥ-m,3,Ramses
𓆷󼶫𓄿𓂝𓏛,šꜣꜥ,1,Ramses
𓆷󼶫𓇓𓏲𓌙,šꜣsw,1,Ramses
𓆷󼶫𓇓𓏲𓌙𓀀,šꜣsw,1,Ramses
𓆷󼶫𓇓𓏲𓌙𓈉𓊖𓏫,šꜣsw,1,Ramses
𓆷󼶫𓇓𓏲𓌙𓏤,šꜣsw,1,Ramses
𓆷󼶫𓍯󼶫󼶫𓀜,šwꜣ,1,Ramses
𓆷󼶫𓏲,ꜣḫ.t,1,Ramses
𓆷󼶫󼶫,ꜣḫ.t,1,Ramses
𓆷􄾽𓉻𓏛𓉐􄾽,šꜥy.t,1,Ramses
𓆷􄾽𓍯𓄿𓇋𓏲𓆮,šwb,1,AES
𓆷􄾽𓍯􄾽𓇋𓏲𓆮,šwb,2,AES
𓆸,nfr,6,Ramses
𓆸,sšn,3,AES+Ramses
𓆸𓆰,sšn,1,Ramses
𓆸𓆰𓏥,sšn.w,1,Ramses
𓆹𓃀𓇾𓏤𓈅,nḥb.t-tꜣ,1,AES
𓆻,wdn,19,AES+Ramses
𓆻𓃀𓅱𓈅𓏥,ꞽdb.w,1,Ramses
𓆻𓈖,wdn,2,AES+Ramses
𓆻𓈖𓊌,dbn,1,Ramses
𓆻𓈖𓊌𓍖𓏛𓏥,wdn.w,1,Ramses
𓆻𓈖𓏏𓈀𓏥,wdn.t,2,AES
𓆻𓈖𓏏𓈀𓏪,wdn.t,1,AES
𓆻𓈖𓏏􁟭,wdn.t,1,AES
𓆻𓈖𓏛,wdn,4,AES+Ramses
𓆻𓈖𓏛𓏥,wdn,1,AES
𓆻𓈖𓏥,wdn,1,AES
𓆻𓏛,wdn,3,Ramses
𓆼,ḫꜣ,863,AES+Ramses
𓆼,1000,322,AES+Ramses
𓆼,1630,1,AES
𓆼,ḫbs,1,Ramses
𓆼𓂋𓅱𓂻𓏥,ḫꜣr.w,1,Ramses
