sign,gardiner,codepoint,function,value,meaning,group,qualifier,source_note
𓇼,N14,U+131FC,phonogram,sbꜣ,,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓇼,N14,U+131FC,determinative,,"star, time",,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓇼,N14,U+131FC,phonogram or phonetic determinative,dwꜣ,,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓇼,N14,U+131FC,logogram or determinative,wnwt,hour,,root=wnw,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓇽,N15,U+131FD,logogram or determinative,dwꜣt,netherworld,,root=dwꜣ,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓇾,N16,U+131FE,logogram,tꜣ,earth,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓇾,N16,U+131FE,phonogram,tꜣ,,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓇾,N16,U+131FE,phonogram,t,,N16:N21*Z1,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓇾,N16,U+131FE,determinative,,"land, eternity",,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓈀,N18,U+13200,logogram,ꞽw,island,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓈀,N18,U+13200,phonogram,ꞽ,,N18:N21*Z1,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓈀,N18,U+13200,determinative,,"desert, foreign land",,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓈀,N18,U+13200,logogram,^ḥr-ꜣḫtꞽ,Harakhti,"insert[te](G9*.,N18:[fix,sep=0.5]N18)",,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓈁,N18a,U+13201,logogram,^ꞽmn,Amun,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓈁,N18a,U+13201,phonogram,n,,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓈂,N18b,U+13202,phonogram,šns,,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓈄,N20,U+13204,logogram or determinative,wḏb,sandbank,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓈄,N20,U+13204,phonogram,wḏb,,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓈅,N21,U+13205,logogram or determinative,ꞽdb,land,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓈅,N21,U+13205,determinative,,land,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓈆,N22,U+13206,determinative,,land,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓈇,N23,U+13207,determinative,,irrigated land,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓈇,N23,U+13207,determinative,,time,N5:N23,period=11-12,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓈈,N24,U+13208,logogram or determinative,spꜣt,district,,root=spꜣ,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓈈,N24,U+13208,determinative,,province,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓈈,N24,U+13208,determinative,,garden,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓈉,N25,U+13209,logogram or determinative,ḫꜣst,foreign land,,root=ḫꜣs,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓈉,N25,U+13209,determinative,,"desert, foreign land",,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓈉,N25,U+13209,logogram,^ḥꜣ,Ha,N25:R12,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓈋,N26,U+1320B,logogram,ḏw,mountain,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓈋,N26,U+1320B,phonogram,ḏw,,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓈌,N27,U+1320C,logogram,ꜣḫt,horizon,,root=ꜣḫ,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓈍,N28,U+1320D,logogram,ḫꜥ,hill,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓈍,N28,U+1320D,phonogram,ḫꜥ,,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓈎,N29,U+1320E,logogram or determinative,qꜣꜣ,hill,,root=qꜣ,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓈎,N29,U+1320E,phonogram,q,,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓈏,N30,U+1320F,logogram or determinative,ꞽꜣt,mound,,root=ꞽꜣ,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓈐,N31,U+13210,logogram or determinative,wꜣt,road,,root=wꜣ,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓈐,N31,U+13210,determinative,,"road, travel, position",,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓈐,N31,U+13210,logogram,^ꞽnꞽ-ḥrt,Onuris,W25*N31,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓈐,N31,U+13210,logogram,ḥrw,besides,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓈐,N31,U+13210,logogram,wꜣ,fall,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓈐,N31,U+13210,logogram,^ḥr,Horus,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓈑,N32,U+13211,phonetic determinative,sꞽn,,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓈒,N33,U+13212,determinative,,"sand, metal, mineral, medicin",,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓈔,N34,U+13214,logogram,ḥmtꞽ,copper,,certain=false,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓈔,N34,U+13214,determinative,,"copper, bronze",,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓈖,N35,U+13216,logogram,nt,water,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓈖,N35,U+13216,phonogram,n,,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓈖,N35,U+13216,phonogram,n,,N35:G1,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓈖,N35,U+13216,phonogram,l,,N35:Z2-E23:Z1,period=19,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓈖,N35,U+13216,logogram,mw,water,N35:N35:N35,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓈖,N35,U+13216,phonogram,mw,,N35:N35:N35,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓈖,N35,U+13216,phonogram,m,,N35:N35:N35,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓈖,N35,U+13216,determinative,,"water, liquid and associated actions",N35:N35:N35,plural=true,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓈖,N35,U+13216,determinative,,"river, lake, sea",N35a-N36:N23,plural=true,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓈘,N36,U+13218,logogram or determinative,mr,canal,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓈘,N36,U+13218,phonogram or phonetic determinative,mr,,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓈘,N36,U+13218,phonogram,mꞽ,,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓈘,N36,U+13218,determinative,,"river, lake, sea",,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓈙,N37,U+13219,logogram,š,pool,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓈙,N37,U+13219,phonogram,š,,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓈝,N40,U+1321D,logogram,šm,go,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓈞,N41,U+1321E,determinative,,"well, pool, marsh",,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓈞,N41,U+1321E,phonogram,ḥm,,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓈞,N41,U+1321E,logogram or determinative,ꞽdt,uterus,,root=ꞽd,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓈞,N41,U+1321E,phonogram,bꞽꜣ,,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓈞,N41,U+1321E,logogram or determinative,pḥww,ends,N41*N41:[size=inf]N41,plural=true; root=pḥ,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓈠,NL1,U+13220,logogram,^ꞽnbw-ḥḏ,Inbuhedi (first nome of Lower Egypt),,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓈡,NL2,U+13221,logogram,^ḫpš,Khepesh (second nome of Lower Egypt),,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓈢,NL3,U+13222,logogram,^ꞽmntt,Imenti (third nome of Lower Egypt),,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓈣,NL4,U+13223,logogram,^nrt-rst,southern Neret (fourth nome of Lower Egypt),,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓈤,NL5,U+13224,logogram,^nrt-mḥtt,northern Neret (fifth nome of Lower Egypt),,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓈦,NL6,U+13226,logogram,^ḫꜣsww,Khasu (sixth nome of Lower Egypt),,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓈧,NL7,U+13227,logogram,^ḥwꞽ-ꞽmntꞽ,Hui-imenti (seventh nome of Lower Egypt),,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓈨,NL8,U+13228,logogram,^ḥwꞽ-ꞽꜣbtꞽ,Hui-jabtj (eighth nome of Lower Egypt),,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓈩,NL9,U+13229,logogram,^ꜥnḏtꞽ,Anedjiti (ninth nome of Lower Egypt),,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓈪,NL10,U+1322A,logogram,^km-wr,Kem-wer (tenth nome of Lower Egypt),,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
